team_dir,season,matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,result,accuratePass,aerialLost,aerialWon,attPenGoal,attSetpiece,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,blockedScoringAtt,challengeLost,cleanSheet,cornerTaken,dispossessed,duelLost,duelWon,effectiveClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,goalAssist,goals,goalsAgainst,goalsConceded,goalsFor,halfTimeAgainst,halfTimeFor,hitWoodwork,interception,ontargetAttAssist,ontargetScoringAtt,outfielderBlock,ownGoals,penAreaEntries,penaltyWon,possLostAll,possessionPercentage,redCard,redCardsAgainst,redCardsFor,saves,shotOffTarget,totalAttAssist,totalClearance,totalDistance,totalOffside,totalPass,totalScoringAtt,totalTackle,touchesInOppBox,wonCorners,wonTackle,yellowCard
A_Villa_7,2020-21,2128572,29,2021-03-03 18:00:00,"Bramall Lane, Sheffield",,Away,Aston Villa,Sheff Utd,L,541.0,15.0,19.0,,,3.0,3.0,,10.0,7.0,2.0,,7.0,6.0,36.0,56.0,9.0,,,,,,,83.0,6.0,13.0,,,1,1.0,0,1,0,1.0,9.0,8.0,4.0,2.0,,66.0,,166.0,71.8,0.0,1,0,1.0,5.0,13.0,9.0,,1.0,641.0,16.0,9.0,34.0,7.0,7.0,0.0
A_Villa_7,2020-21,2128577,30,2021-04-04 16:30:00,"Villa Park, Birmingham",,Home,Aston Villa,Fulham,W,334.0,19.0,19.0,,3.0,2.0,,2.0,19.0,5.0,12.0,,4.0,11.0,67.0,65.0,11.0,1.0,1.0,,,,,63.0,14.0,19.0,3.0,3.0,1,1.0,3,0,0,,14.0,7.0,4.0,3.0,,31.0,,154.0,52.5,0.0,0,0,6.0,5.0,10.0,11.0,,5.0,418.0,14.0,15.0,25.0,4.0,7.0,0.0
A_Villa_7,2020-21,2128590,31,2021-04-10 15:00:00,"Anfield, Liverpool",,Away,Aston Villa,Liverpool,L,204.0,21.0,19.0,,1.0,1.0,1.0,,16.0,,11.0,,,9.0,57.0,60.0,23.0,,1.0,0.437048,0.546223,0.5901,2.7282,58.0,11.0,15.0,1.0,1.0,2,2.0,1,0,1,1.0,17.0,5.0,5.0,7.0,,15.0,,135.0,33.9,0.0,0,0,8.0,4.0,8.0,23.0,,2.0,298.0,9.0,18.0,16.0,,5.0,0.0
A_Villa_7,2020-21,2128597,32,2021-04-21 20:15:00,"Villa Park, Birmingham",,Home,Aston Villa,Man City,L,239.0,14.0,14.0,,1.0,1.0,,1.0,10.0,2.0,12.0,,1.0,3.0,41.0,40.0,20.0,,,,,,,36.0,12.0,7.0,1.0,1.0,2,2.0,1,2,1,,5.0,5.0,3.0,3.0,,16.0,,93.0,28.0,0.0,1,1,1.0,3.0,8.0,20.0,,1.0,304.0,8.0,12.0,13.0,1.0,6.0,0.0
A_Villa_7,2020-21,2128607,33,2021-04-25 19:00:00,"Villa Park, Birmingham",,Home,Aston Villa,West Brom,D,468.0,17.0,22.0,1.0,1.0,1.0,1.0,2.0,7.0,6.0,6.0,,11.0,3.0,47.0,54.0,14.0,1.0,,,,,,74.0,14.0,9.0,,2.0,2,2.0,2,1,1,2.0,7.0,13.0,11.0,1.0,1.0,56.0,1.0,147.0,70.2,0.0,0,0,3.0,7.0,20.0,14.0,,2.0,551.0,24.0,13.0,52.0,11.0,6.0,0.0
A_Villa_7,2020-21,2128620,34,2021-05-01 20:00:00,"Goodison Park, Liverpool",,Away,Aston Villa,Everton,W,384.0,11.0,16.0,,,3.0,3.0,1.0,15.0,3.0,6.0,,6.0,12.0,48.0,49.0,18.0,,1.0,,,,,62.0,13.0,10.0,1.0,2.0,1,1.0,2,1,1,2.0,7.0,4.0,5.0,6.0,,25.0,,150.0,52.5,0.0,0,0,2.0,5.0,7.0,18.0,,2.0,469.0,13.0,15.0,27.0,6.0,9.0,0.0
A_Villa_7,2020-21,2128627,35,2021-05-09 14:05:00,"Villa Park, Birmingham",,Home,Aston Villa,Man Utd,L,307.0,15.0,9.0,,1.0,,,,14.0,3.0,9.0,,5.0,6.0,46.0,47.0,20.0,,,,,,,58.0,13.0,17.0,,1.0,3,3.0,1,0,1,,10.0,5.0,5.0,7.0,,31.0,,119.0,41.1,0.0,0,1,4.0,3.0,7.0,20.0,,,383.0,11.0,14.0,22.0,5.0,5.0,0.0
A_Villa_7,2020-21,2128642,36,2021-05-16 12:00:00,"Selhurst Park, London",,Away,Aston Villa,Crystal Palace,L,307.0,19.0,18.0,,3.0,1.0,,1.0,18.0,6.0,11.0,,7.0,8.0,58.0,55.0,30.0,,,,,,,60.0,13.0,23.0,1.0,2.0,3,3.0,2,1,2,,8.0,5.0,5.0,12.0,,37.0,,144.0,54.5,0.0,0,0,5.0,8.0,12.0,30.0,,2.0,393.0,19.0,13.0,27.0,7.0,7.0,0.0
A_Villa_7,2020-21,2128654,37,2021-05-19 18:00:00,"Tottenham Hotspur Stadium, London",10000.0,Away,Aston Villa,Spurs,W,295.0,12.0,13.0,,1.0,1.0,,1.0,20.0,7.0,11.0,,5.0,15.0,57.0,61.0,15.0,1.0,,,,,,63.0,13.0,14.0,1.0,2.0,1,1.0,2,1,2,1.0,11.0,9.0,4.0,4.0,,26.0,,124.0,39.2,0.0,0,0,3.0,9.0,16.0,15.0,,3.0,367.0,20.0,18.0,36.0,5.0,9.0,0.0
A_Villa_7,2020-21,2128657,38,2021-05-23 16:00:00,"Villa Park, Birmingham",10000.0,Home,Aston Villa,Chelsea,W,174.0,12.0,20.0,1.0,1.0,,,1.0,23.0,,3.0,,2.0,10.0,44.0,54.0,36.0,,,,,,,45.0,11.0,12.0,1.0,2.0,1,1.0,2,0,1,,7.0,2.0,3.0,5.0,,16.0,1.0,118.0,28.8,0.0,1,0,6.0,3.0,4.0,36.0,,,250.0,6.0,14.0,19.0,2.0,11.0,0.0
A_Villa_7,2021-22,2210280,1,2021-08-14 15:00:00,"Vicarage Road, Watford",20051,Away,Aston Villa,Watford,L,435.0,24.0,17.0,1.0,,,,1.0,6.0,3.0,13.0,,4.0,13.0,65.0,62.0,6.0,,,,,,,59.0,13.0,18.0,1.0,2.0,3,3.0,2,2,0,,11.0,4.0,2.0,2.0,,34.0,1.0,142.0,62.1,0.0,0,0,4.0,6.0,6.0,6.0,,2.0,508.0,11.0,13.0,22.0,4.0,11.0,0.0
A_Villa_7,2021-22,2210282,2,2021-08-21 15:00:00,"Villa Park, Birmingham",41964,Home,Aston Villa,Newcastle,W,238.0,18.0,17.0,1.0,3.0,,,1.0,9.0,1.0,4.0,1.0,3.0,10.0,44.0,48.0,23.0,,,,,,,47.0,8.0,16.0,1.0,2.0,0,,2,0,1,,4.0,2.0,2.0,1.0,,27.0,1.0,116.0,47.3,0.0,0,0,1.0,7.0,8.0,23.0,,3.0,303.0,10.0,13.0,19.0,3.0,10.0,0.0
A_Villa_7,2021-22,2210291,3,2021-08-28 15:00:00,"Villa Park, Birmingham",42045,Home,Aston Villa,Brentford,D,269.0,20.0,21.0,,3.0,1.0,1.0,,21.0,,5.0,,3.0,12.0,55.0,57.0,15.0,,,,,,,55.0,15.0,13.0,1.0,1.0,1,1.0,1,1,1,,4.0,4.0,5.0,5.0,,34.0,,148.0,46.5,0.0,0,0,1.0,2.0,6.0,15.0,,1.0,364.0,7.0,13.0,19.0,3.0,6.0,0.0
A_Villa_7,2021-22,2210303,4,2021-09-11 17:30:00,"Stamford Bridge, London",39969,Away,Aston Villa,Chelsea,L,270.0,16.0,14.0,,2.0,1.0,1.0,,17.0,9.0,11.0,,11.0,3.0,52.0,56.0,18.0,1.0,,,,,,63.0,11.0,11.0,,,3,3.0,0,1,0,,12.0,8.0,6.0,2.0,,46.0,,136.0,43.2,0.0,0,0,1.0,3.0,10.0,18.0,,1.0,344.0,18.0,12.0,33.0,11.0,9.0,0.0
A_Villa_7,2021-22,2210311,5,2021-09-18 17:30:00,"Villa Park, Birmingham",41888,Home,Aston Villa,Everton,W,308.0,16.0,24.0,,4.0,,,,19.0,6.0,6.0,1.0,5.0,9.0,51.0,56.0,9.0,,,,,,,66.0,7.0,10.0,2.0,3.0,0,,3,0,0,,9.0,8.0,3.0,5.0,,25.0,,133.0,55.6,0.0,0,0,1.0,6.0,10.0,9.0,,,384.0,15.0,10.0,26.0,5.0,7.0,0.0
A_Villa_7,2021-22,2210328,6,2021-09-25 12:30:00,"Old Trafford, Manchester",72922,Away,Aston Villa,Man Utd,W,187.0,19.0,11.0,,,2.0,3.0,,16.0,1.0,16.0,1.0,5.0,4.0,58.0,35.0,14.0,,,,,,,55.0,13.0,9.0,1.0,1.0,0,,1,0,0,,15.0,2.0,3.0,12.0,,28.0,,138.0,40.4,0.0,0,0,4.0,3.0,5.0,14.0,,3.0,271.0,7.0,9.0,16.0,5.0,3.0,0.0
A_Villa_7,2021-22,2210338,7,2021-10-03 14:00:00,"Tottenham Hotspur Stadium, London",53076,Away,Aston Villa,Spurs,L,226.0,21.0,22.0,,,1.0,,1.0,14.0,6.0,16.0,,8.0,4.0,65.0,58.0,6.0,,,,,,,52.0,14.0,11.0,1.0,1.0,2,2.0,1,1,0,,12.0,6.0,3.0,4.0,1.0,43.0,,158.0,43.7,0.0,0,0,6.0,5.0,7.0,6.0,,1.0,318.0,14.0,21.0,37.0,8.0,12.0,0.0
A_Villa_7,2021-22,2210342,8,2021-10-16 15:00:00,"Villa Park, Birmingham",41951,Home,Aston Villa,Wolves,L,314.0,12.0,14.0,,,2.0,1.0,1.0,17.0,2.0,8.0,,6.0,2.0,35.0,53.0,22.0,,1.0,,,,,55.0,8.0,17.0,1.0,2.0,3,3.0,2,0,0,,9.0,5.0,5.0,2.0,,34.0,,121.0,48.3,0.0,0,0,1.0,7.0,12.0,22.0,,1.0,391.0,14.0,12.0,23.0,6.0,7.0,0.0
A_Villa_7,2021-22,2210351,9,2021-10-22 20:00:00,"Emirates Stadium, London",59496,Away,Aston Villa,Arsenal,L,310.0,11.0,16.0,,,2.0,2.0,,15.0,3.0,4.0,,4.0,7.0,38.0,54.0,16.0,,1.0,,,,,57.0,10.0,16.0,1.0,1.0,3,3.0,1,2,0,,11.0,6.0,4.0,5.0,,27.0,,127.0,46.2,0.0,0,0,6.0,3.0,8.0,16.0,,,392.0,10.0,14.0,16.0,4.0,8.0,0.0
A_Villa_7,2021-22,2210361,10,2021-10-31 16:30:00,"Villa Park, Birmingham",41874,Home,Aston Villa,West Ham,L,244.0,16.0,25.0,,2.0,1.0,,1.0,10.0,1.0,7.0,,3.0,8.0,50.0,62.0,11.0,,,,,,,60.0,7.0,13.0,1.0,1.0,4,4.0,1,2,1,1.0,5.0,3.0,3.0,8.0,,23.0,,149.0,42.4,0.0,0,1,4.0,5.0,6.0,11.0,,2.0,333.0,9.0,16.0,17.0,3.0,8.0,0.0
A_Villa_7,2021-22,2210379,11,2021-11-05 20:00:00,"St. Mary's Stadium, Southampton",30178,Away,Aston Villa,Southampton,L,234.0,20.0,24.0,,2.0,,,,13.0,4.0,12.0,,8.0,9.0,58.0,67.0,20.0,,,,,,,53.0,12.0,12.0,,,1,1.0,0,1,0,,11.0,6.0,3.0,2.0,,35.0,,150.0,43.6,0.0,0,0,2.0,7.0,11.0,20.0,,2.0,327.0,14.0,22.0,25.0,8.0,10.0,0.0
A_Villa_7,2021-22,2210381,12,2021-11-20 15:00:00,"Villa Park, Birmingham",41925,Home,Aston Villa,Brighton,W,290.0,16.0,9.0,,1.0,,,1.0,17.0,3.0,17.0,1.0,5.0,10.0,56.0,46.0,15.0,,,,,,,41.0,7.0,13.0,1.0,2.0,0,,2,0,0,,9.0,6.0,5.0,4.0,,31.0,,112.0,37.0,0.0,0,0,2.0,1.0,6.0,15.0,,1.0,352.0,9.0,16.0,23.0,5.0,10.0,0.0
A_Villa_7,2021-22,2210396,13,2021-11-27 15:00:00,"Selhurst Park, London",25203,Away,Aston Villa,Crystal Palace,W,270.0,13.0,12.0,,1.0,,,,16.0,2.0,8.0,,3.0,19.0,51.0,55.0,25.0,,,,,,,50.0,10.0,11.0,2.0,2.0,1,1.0,2,0,1,,6.0,4.0,3.0,1.0,,13.0,,119.0,36.7,0.0,0,0,2.0,5.0,7.0,25.0,,,340.0,10.0,24.0,18.0,3.0,18.0,0.0
A_Villa_7,2021-22,2210401,14,2021-12-01 20:15:00,"Villa Park, Birmingham",41400,Home,Aston Villa,Man City,L,269.0,11.0,14.0,,3.0,1.0,1.0,,14.0,3.0,11.0,,4.0,6.0,41.0,55.0,17.0,,,,,,,36.0,8.0,11.0,1.0,1.0,2,2.0,1,2,0,,11.0,6.0,3.0,5.0,,22.0,,101.0,36.0,0.0,0,0,5.0,3.0,9.0,17.0,,1.0,333.0,9.0,25.0,17.0,4.0,14.0,0.0
A_Villa_7,2021-22,2210411,15,2021-12-05 16:30:00,"Villa Park, Birmingham",41572,Home,Aston Villa,Leicester,W,271.0,21.0,15.0,,2.0,4.0,3.0,1.0,9.0,5.0,8.0,,3.0,15.0,53.0,70.0,21.0,,1.0,,,,,61.0,8.0,25.0,2.0,2.0,1,1.0,2,1,1,,10.0,8.0,4.0,3.0,,24.0,,141.0,41.1,0.0,0,0,3.0,4.0,12.0,21.0,,1.0,359.0,13.0,21.0,23.0,3.0,13.0,0.0
A_Villa_7,2021-22,2210428,16,2021-12-11 15:00:00,"Anfield, Liverpool",53093,Away,Aston Villa,Liverpool,L,233.0,21.0,7.0,,,,,,26.0,2.0,10.0,,3.0,11.0,54.0,54.0,23.0,,1.0,,,,,48.0,6.0,13.0,,,1,1.0,0,0,0,,7.0,2.0,,7.0,,21.0,,155.0,37.7,0.0,0,0,4.0,2.0,3.0,23.0,,1.0,329.0,4.0,21.0,15.0,3.0,9.0,0.0
A_Villa_7,2021-22,2210437,17,2021-12-14 19:45:00,"Carrow Road, Norwich",26836,Away,Aston Villa,Norwich,W,371.0,14.0,12.0,,,1.0,,1.0,15.0,8.0,8.0,1.0,10.0,10.0,54.0,51.0,16.0,,1.0,,,,,57.0,9.0,12.0,2.0,2.0,0,,2,0,1,,7.0,12.0,6.0,3.0,,34.0,,138.0,49.8,0.0,0,0,3.0,3.0,14.0,16.0,,,447.0,17.0,17.0,34.0,10.0,8.0,0.0
A_Villa_7,2021-22,2210441,18,2022-05-19 20:00:00,"Villa Park, Birmingham",40468,Home,Aston Villa,Burnley,D,529.0,15.0,14.0,,1.0,,,,17.0,6.0,,,13.0,7.0,36.0,50.0,20.0,,,,,,,48.0,11.0,20.0,1.0,1.0,1,1.0,1,1,0,,3.0,12.0,9.0,4.0,,50.0,,107.0,71.3,0.0,1,0,3.0,7.0,17.0,20.0,,1.0,587.0,22.0,16.0,30.0,13.0,10.0,0.0
A_Villa_7,2021-22,2210451,19,2021-12-26 17:30:00,"Villa Park, Birmingham",41907,Home,Aston Villa,Chelsea,L,382.0,8.0,7.0,,,,,,14.0,5.0,10.0,,2.0,7.0,43.0,44.0,22.0,,,,,,,39.0,8.0,11.0,,1.0,3,3.0,1,1,1,,12.0,5.0,1.0,3.0,,19.0,,114.0,42.1,0.0,0,0,1.0,2.0,6.0,22.0,,2.0,446.0,8.0,17.0,18.0,2.0,9.0,0.0
A_Villa_7,2021-22,2210466,20,2022-03-10 19:45:00,"Elland Road, Leeds",36400,Away,Aston Villa,Leeds,W,337.0,6.0,9.0,,3.0,1.0,,1.0,17.0,4.0,15.0,1.0,5.0,14.0,57.0,59.0,19.0,,,,,,,41.0,11.0,17.0,3.0,3.0,0,,3,0,1,,9.0,11.0,9.0,1.0,,22.0,,126.0,49.1,0.0,0,0,1.0,2.0,13.0,19.0,,5.0,405.0,15.0,15.0,26.0,5.0,8.0,0.0
A_Villa_7,2021-22,2210472,21,2022-01-02 14:00:00,"Gtech Community Stadium, Brentford",16876,Away,Aston Villa,Brentford,L,402.0,10.0,15.0,,2.0,,,,16.0,5.0,4.0,,7.0,10.0,45.0,52.0,12.0,,,,,,,64.0,11.0,17.0,1.0,1.0,2,2.0,1,1,1,,6.0,8.0,5.0,,,23.0,,144.0,54.6,0.0,0,0,2.0,6.0,14.0,12.0,,4.0,491.0,16.0,11.0,25.0,7.0,6.0,0.0
A_Villa_7,2021-22,2210481,22,2022-01-15 17:30:00,"Villa Park, Birmingham",41968,Home,Aston Villa,Man Utd,D,454.0,12.0,14.0,,2.0,1.0,,2.0,16.0,,7.0,,3.0,17.0,50.0,57.0,16.0,2.0,1.0,,,,,52.0,8.0,13.0,1.0,2.0,2,2.0,2,1,0,,12.0,8.0,9.0,3.0,,35.0,,133.0,54.6,0.0,0,0,4.0,4.0,12.0,16.0,,1.0,540.0,13.0,17.0,26.0,3.0,13.0,0.0
A_Villa_7,2021-22,2210495,23,2022-01-22 12:30:00,"Goodison Park, Liverpool",38203,Away,Aston Villa,Everton,W,255.0,29.0,30.0,,1.0,1.0,1.0,,17.0,1.0,12.0,1.0,2.0,14.0,81.0,83.0,15.0,,,,,,,50.0,16.0,13.0,1.0,1.0,0,,1,0,1,,10.0,3.0,3.0,8.0,,16.0,,169.0,50.4,0.0,0,0,,4.0,5.0,15.0,,1.0,361.0,8.0,26.0,13.0,2.0,18.0,0.0
A_Villa_7,2021-22,2210501,24,2022-02-09 20:00:00,"Villa Park, Birmingham",41927,Home,Aston Villa,Leeds,D,226.0,6.0,15.0,,,2.0,,2.0,16.0,2.0,4.0,,6.0,1.0,23.0,55.0,24.0,,1.0,,,,,50.0,11.0,9.0,3.0,3.0,3,3.0,3,2,3,,9.0,6.0,4.0,4.0,,20.0,,112.0,39.5,0.0,0,1,4.0,6.0,10.0,24.0,,1.0,302.0,12.0,22.0,21.0,6.0,13.0,0.0
A_Villa_7,2021-22,2210517,25,2022-02-13 14:00:00,"St. James' Park, Newcastle",52207,Away,Aston Villa,Newcastle,L,326.0,22.0,12.0,,,,,,16.0,4.0,9.0,,6.0,5.0,61.0,56.0,9.0,,,,,,,55.0,15.0,21.0,,,1,1.0,0,1,0,,10.0,3.0,1.0,4.0,,28.0,,143.0,63.0,0.0,0,0,1.0,6.0,9.0,9.0,,2.0,424.0,11.0,14.0,15.0,6.0,7.0,0.0
A_Villa_7,2021-22,2210522,26,2022-02-19 15:00:00,"Villa Park, Birmingham",41936,Home,Aston Villa,Watford,L,462.0,17.0,16.0,,,1.0,1.0,,18.0,8.0,8.0,,10.0,9.0,54.0,49.0,16.0,,,,,,,61.0,12.0,7.0,,,1,1.0,0,0,0,1.0,4.0,9.0,1.0,1.0,,50.0,,156.0,59.6,0.0,0,0,3.0,11.0,18.0,16.0,,,550.0,20.0,19.0,34.0,10.0,12.0,0.0
A_Villa_7,2021-22,2210533,27,2022-02-26 15:30:00,"American Express Stadium, Falmer",31475,Away,Aston Villa,Brighton,W,228.0,12.0,11.0,,2.0,1.0,1.0,1.0,12.0,3.0,7.0,1.0,2.0,12.0,47.0,55.0,24.0,,,,,,,47.0,11.0,16.0,1.0,2.0,0,,2,0,1,,8.0,3.0,4.0,5.0,,9.0,,108.0,33.5,0.0,0,0,1.0,2.0,5.0,24.0,,,289.0,9.0,22.0,12.0,2.0,14.0,0.0
A_Villa_7,2021-22,2210541,28,2022-03-05 15:00:00,"Villa Park, Birmingham",41855,Home,Aston Villa,Southampton,W,261.0,10.0,10.0,,2.0,6.0,3.0,3.0,15.0,1.0,15.0,1.0,4.0,6.0,50.0,39.0,18.0,,,,,,,37.0,10.0,8.0,4.0,4.0,0,,4,0,2,,12.0,10.0,9.0,3.0,,19.0,,134.0,38.2,0.0,0,0,1.0,4.0,13.0,18.0,,,353.0,14.0,14.0,27.0,4.0,11.0,0.0
A_Villa_7,2021-22,2210560,29,2022-03-13 14:00:00,"London Stadium, London",59957,Away,Aston Villa,West Ham,L,423.0,14.0,15.0,,,1.0,1.0,,9.0,4.0,7.0,,7.0,7.0,35.0,46.0,11.0,,,,,,,57.0,3.0,8.0,1.0,1.0,2,2.0,1,0,0,1.0,14.0,9.0,7.0,1.0,,29.0,,129.0,52.9,0.0,0,0,2.0,2.0,11.0,11.0,,,501.0,13.0,17.0,26.0,7.0,10.0,0.0
A_Villa_7,2021-22,2210561,30,2022-03-19 12:30:00,"Villa Park, Birmingham",41956,Home,Aston Villa,Arsenal,L,374.0,6.0,5.0,,,,,,11.0,1.0,3.0,,6.0,8.0,34.0,35.0,13.0,,,,,,,57.0,13.0,14.0,,,1,1.0,0,1,0,1.0,4.0,1.0,1.0,4.0,,35.0,,118.0,47.0,0.0,0,0,3.0,6.0,4.0,13.0,,1.0,441.0,8.0,10.0,19.0,6.0,6.0,0.0
A_Villa_7,2021-22,2210580,31,2022-04-02 15:00:00,"Molineux Stadium, Wolverhampton",31012,Away,Aston Villa,Wolves,L,371.0,16.0,10.0,1.0,2.0,3.0,3.0,1.0,24.0,3.0,10.0,,9.0,18.0,56.0,49.0,11.0,,,,,,,52.0,8.0,15.0,,1.0,2,2.0,1,2,0,,8.0,5.0,5.0,3.0,1.0,33.0,1.0,133.0,51.7,0.0,0,0,3.0,7.0,10.0,11.0,,1.0,441.0,15.0,17.0,28.0,9.0,7.0,0.0
A_Villa_7,2021-22,2210582,32,2022-04-09 17:30:00,"Villa Park, Birmingham",41949,Home,Aston Villa,Spurs,L,424.0,6.0,10.0,,2.0,2.0,2.0,,20.0,6.0,9.0,,9.0,11.0,47.0,48.0,8.0,,,,,,,51.0,12.0,14.0,,,4,4.0,0,1,0,,3.0,10.0,8.0,5.0,,38.0,,114.0,51.5,0.0,0,0,1.0,5.0,14.0,8.0,,1.0,477.0,19.0,15.0,36.0,9.0,10.0,0.0
A_Villa_7,2021-22,2210591,33,2022-05-10 20:00:00,"Villa Park, Birmingham",41919,Home,Aston Villa,Liverpool,L,259.0,10.0,12.0,,,2.0,2.0,1.0,17.0,,17.0,,2.0,9.0,51.0,48.0,15.0,,1.0,,,,,44.0,10.0,12.0,,1.0,2,2.0,1,1,1,,12.0,3.0,4.0,4.0,,21.0,,131.0,39.2,0.0,0,0,3.0,5.0,8.0,15.0,,3.0,343.0,9.0,12.0,20.0,2.0,7.0,0.0
A_Villa_7,2021-22,2210607,34,2022-04-23 15:00:00,"King Power Stadium, Leicester",32185,Away,Aston Villa,Leicester,D,198.0,10.0,10.0,,,,,,21.0,4.0,5.0,1.0,6.0,9.0,44.0,49.0,23.0,,,,,,,58.0,16.0,14.0,,,0,,0,0,0,,8.0,6.0,3.0,,,19.0,,132.0,35.9,0.0,0,0,2.0,4.0,9.0,23.0,,1.0,289.0,11.0,15.0,23.0,6.0,12.0,0.0
A_Villa_7,2021-22,2210611,35,2022-04-30 15:00:00,"Villa Park, Birmingham",40290,Home,Aston Villa,Norwich,W,317.0,9.0,10.0,,,2.0,2.0,,15.0,7.0,10.0,1.0,2.0,6.0,47.0,53.0,12.0,,,,,,,50.0,16.0,8.0,2.0,2.0,0,,2,0,1,2.0,13.0,11.0,6.0,,,21.0,,120.0,45.1,0.0,0,0,3.0,8.0,17.0,12.0,,3.0,398.0,21.0,26.0,38.0,2.0,19.0,0.0
A_Villa_7,2021-22,2210624,36,2022-05-07 15:00:00,"Turf Moor, Burnley",20891,Away,Aston Villa,Burnley,W,356.0,16.0,17.0,,,2.0,1.0,2.0,20.0,3.0,8.0,,5.0,6.0,50.0,49.0,16.0,,1.0,,,,,60.0,11.0,13.0,3.0,3.0,1,1.0,3,0,2,,7.0,9.0,7.0,1.0,,21.0,,138.0,51.0,0.0,0,0,5.0,2.0,10.0,16.0,,2.0,446.0,12.0,13.0,21.0,5.0,6.0,0.0
A_Villa_7,2021-22,2210631,37,2022-05-15 14:00:00,"Villa Park, Birmingham",41136,Home,Aston Villa,Crystal Palace,D,382.0,18.0,10.0,,,,,,18.0,4.0,10.0,,1.0,9.0,49.0,48.0,18.0,,,,,,,53.0,11.0,15.0,1.0,1.0,1,1.0,1,0,0,,12.0,5.0,4.0,6.0,,19.0,,124.0,48.4,0.0,0,0,3.0,5.0,9.0,18.0,,1.0,464.0,13.0,20.0,16.0,1.0,12.0,0.0
A_Villa_7,2021-22,2210649,38,2022-05-22 16:00:00,"Etihad Stadium, Manchester",53395,Away,Aston Villa,Man City,L,163.0,24.0,18.0,,,1.0,1.0,1.0,8.0,1.0,15.0,,1.0,7.0,60.0,42.0,30.0,,1.0,,,,,24.0,11.0,5.0,2.0,2.0,3,3.0,2,0,1,,11.0,3.0,2.0,9.0,,9.0,,116.0,28.5,0.0,0,0,2.0,1.0,3.0,30.0,,2.0,243.0,4.0,17.0,13.0,1.0,9.0,0.0
A_Villa_7,2022-23,2292811,1,2022-08-06 15:00:00,"Vitality Stadium, Bournemouth",10000,Away,Aston Villa,Bournemouth,L,479.0,16.0,16.0,,1.0,,,,19.0,6.0,10.0,,5.0,11.0,62.0,58.0,8.0,,,,,,,82.0,16.0,18.0,,,2,2.0,0,1,0,,8.0,5.0,2.0,2.0,,51.0,,159.0,65.6,0.0,0,0,1.0,7.0,8.0,8.0,,4.0,571.0,15.0,10.0,22.0,5.0,8.0,0.0
A_Villa_7,2022-23,2292821,2,2022-08-13 12:30:00,"Villa Park, Birmingham",41883,Home,Aston Villa,Everton,W,435.0,12.0,14.0,,1.0,3.0,2.0,1.0,11.0,4.0,7.0,,5.0,7.0,43.0,43.0,16.0,,,,,,,77.0,9.0,7.0,2.0,2.0,1,1.0,2,0,1,,14.0,6.0,4.0,8.0,1.0,36.0,,128.0,57.5,0.0,0,0,4.0,4.0,9.0,16.0,,2.0,517.0,12.0,15.0,28.0,5.0,9.0,0.0
A_Villa_7,2022-23,2292831,3,2022-08-20 15:00:00,"Selhurst Park, London",22012,Away,Aston Villa,Crystal Palace,L,348.0,9.0,13.0,,2.0,1.0,,1.0,25.0,2.0,14.0,,2.0,12.0,52.0,60.0,8.0,,,,,,,53.0,14.0,16.0,1.0,1.0,3,3.0,1,1,1,1.0,7.0,5.0,5.0,2.0,,21.0,,128.0,49.2,0.0,0,0,6.0,6.0,10.0,8.0,,1.0,428.0,13.0,26.0,21.0,2.0,12.0,0.0
A_Villa_7,2022-23,2292841,4,2022-08-28 14:00:00,"Villa Park, Birmingham",41796,Home,Aston Villa,West Ham,L,489.0,9.0,13.0,,,,,,18.0,2.0,9.0,,3.0,10.0,41.0,45.0,13.0,,,,,,,67.0,10.0,10.0,,,1,1.0,0,0,0,,13.0,5.0,3.0,2.0,,38.0,,145.0,57.8,0.0,0,0,1.0,4.0,8.0,13.0,,2.0,582.0,9.0,17.0,14.0,3.0,11.0,0.0
A_Villa_7,2022-23,2292851,5,2022-08-31 19:30:00,"Emirates Stadium, London",60012,Away,Aston Villa,Arsenal,L,271.0,11.0,10.0,,,,,,6.0,,12.0,,3.0,6.0,46.0,41.0,24.0,1.0,,,,,,52.0,14.0,10.0,,1.0,2,2.0,1,1,0,,11.0,2.0,3.0,8.0,,19.0,,122.0,41.1,0.0,0,0,6.0,1.0,3.0,24.0,,1.0,352.0,4.0,16.0,9.0,3.0,6.0,0.0
A_Villa_7,2022-23,2292860,6,2022-09-03 17:30:00,"Villa Park, Birmingham",41830,Home,Aston Villa,Man City,D,203.0,27.0,13.0,,,,,,12.0,1.0,4.0,,1.0,7.0,50.0,34.0,15.0,,,,,,,43.0,7.0,6.0,1.0,1.0,1,1.0,1,0,0,,4.0,2.0,1.0,3.0,,9.0,,119.0,27.7,0.0,0,0,3.0,1.0,2.0,15.0,,5.0,287.0,3.0,15.0,13.0,1.0,9.0,0.0
